user_id,shelf,isbn,title,author,num_pages,publication_year,publisher,my_rating,average_rating,ratings_count,links
40732498,read,0192893211,Intelligence: A Very Short Introduction,Ian J. Deary,132.0,2001-01-01,"Oxford University Press, USA",3.0,3.77,3.77,www.goodreads.com/book/show/74656.Intelligence
40732498,read,0451148452,Intimate Connections,David D. Burns,348.0,1985-01-01,"The New American Library, Inc.",5.0,4.0,4.0,www.goodreads.com/book/show/194358.Intimate_Connections
40732498,read,9681679067,Introducción a la Filosofía Moral,James Rachels,,2006-01-01,Fondo de Cultura Económica USA,3.0,3.71,3.71,www.goodreads.com/book/show/4168044-introducci-n-a-la-filosof-a-moral
40732498,read,0521888379,An Introduction to Decision Theory,Martin Peterson,617.0,2009-01-01,Cambridge University Press,3.0,3.75,3.75,www.goodreads.com/book/show/11729796-an-introduction-to-decision-theory
40732498,read,1848728824,Introduction to Political Psychology,Martha Cottam,404.0,2009-01-01,Psychology Press,1.0,4.05,4.05,www.goodreads.com/book/show/7790391-introduction-to-political-psychology
40732498,read,1554812445,Is That a Fact? - Second Edition: A Field Guide to Statistical and Scientific Information,Mark Battersby,304.0,2016-01-01,Broadview Press Inc,4.0,4.0,4.0,www.goodreads.com/book/show/26630063-is-that-a-fact---second-edition
40732498,read,0451528956,The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,144.0,2003-01-01,Signet Classics,3.0,3.82,3.82,www.goodreads.com/book/show/51496.The_Strange_Case_of_Dr_Jekyll_and_Mr_Hyde
40732498,read,1517415497,Juliette,Marquis de Sade,318.0,2015-01-01,Createspace,2.0,3.67,3.67,www.goodreads.com/book/show/27033494-juliette
40732498,read,0307886840,Just Babies: The Origins of Good and Evil,Paul Bloom,273.0,2013-01-01,Crown,3.0,3.7,3.7,www.goodreads.com/book/show/17380034-just-babies
40732498,read,1517414873,Las 120 Jornadas de Sodoma,Marquis de Sade,516.0,2015-01-01,Createspace,2.0,3.11,3.11,www.goodreads.com/book/show/27033468-las-120-jornadas-de-sodoma
40732498,read,0132540657,Law & Economics,Robert Cooter,576.0,2011-01-01,Pearson,5.0,3.91,3.91,www.goodreads.com/book/show/13660788-law-economics
40732498,read,019993391X,Libertarianism: What Everyone Needs to Know,Jason Brennan,213.0,2012-01-01,"Oxford University Press, USA",5.0,3.84,3.84,www.goodreads.com/book/show/13690505-libertarianism
40732498,read,,Libro de estilo de la lengua española según la norma panhispánica,Real Academia Española,498.0,,,2.0,4.73,4.73,www.goodreads.com/book/show/42963713-libro-de-estilo-de-la-lengua-espa-ola-seg-n-la-norma-panhisp-nica
40732498,read,,El libro de las investigaciones medianamente serias,Alejandra Ortiz Medrano,,,,3.0,3.91,3.91,www.goodreads.com/book/show/53002997-el-libro-de-las-investigaciones-medianamente-serias
40732498,read,9686769072,El libro negro,Giovanni Papini,511.0,,,3.0,4.29,4.29,www.goodreads.com/book/show/1010496.El_libro_negro
40732498,read,6071610168,"El libro y sus orillas: tipografía, originales, redacción, corrección de estilo y de pruebas",Roberto Zavala Ruiz,431.0,2012-01-01,Fondo de Cultura Económica,1.0,4.26,4.26,www.goodreads.com/book/show/16279675-el-libro-y-sus-orillas
40732498,read,1416985123,Linus the Vegetarian T. rex,Robert Neubecker,40.0,2013-01-01,Beach Lane Books,4.0,3.73,3.73,www.goodreads.com/book/show/15944409-linus-the-vegetarian-t-rex
